1.2	KEMET	C0402C125K7PAC	X5R	4	7.71	0.0124107	0
1.2	KEMET	C0402C125K9PAC	X5R	6.3	7.71	0.0124107	0
0.00015	KEMET	C0402C151K3RAC	X7R	25	0.0156	19.9098	0
0.00015	KEMET	C0402C151K4RAC	X7R	16	0.00997	19.9098	0
0.00015	KEMET	C0402C151K5RAC	X7R	50	0.0199	19.9098	0
0.00015	KEMET	C0402C151K8RAC	X7R	10	0.00623	19.9098	0
0.00015	KEMET	C0402C151K9RAC	X7R	6.3	0.00393	19.9098	0
0.0015	KEMET	C0402C152K3RAC	X7R	25	0.0913	2.57238	0
0.0015	KEMET	C0402C152K4RAC	X7R	16	0.0913	2.57238	0
0.0015	KEMET	C0402C152K5RAC	X7R	50	0.0913	2.57238	0
0.0015	KEMET	C0402C152K8RAC	X7R	10	0.061	2.57238	0
0.0015	KEMET	C0402C152K9RAC	X7R	6.3	0.0384	2.57238	0
0.015	KEMET	C0402C153K4PAC	X5R	16	0.955	0.283316	0
0.015	KEMET	C0402C153K4RAC	X7R	16	0.777	0.326249	0
0.015	KEMET	C0402C153K5RAC	X7R	50	0.352	0.254817	0
0.015	KEMET	C0402C153K8PAC	X5R	10	0.607	0.283316	0
0.015	KEMET	C0402C153K8RAC	X7R	10	0.607	0.326249	0
0.015	KEMET	C0402C153K9PAC	X5R	6.3	0.382	0.283316	0
0.015	KEMET	C0402C153K9RAC	X7R	6.3	0.382	0.326249	0
0.15	KEMET	C0402C154K7PAC	X5R	4	2.43	0.0447025	0
0.15	KEMET	C0402C154K9PAC	X5R	6.3	3.82	0.0447025	0
1.5	KEMET	C0402C155K7PAC	X5R	4	7.94	0.0116982	0
1.5	KEMET	C0402C155K9PAC	X5R	6.3	7.94	0.0116982	0
0.00018	KEMET	C0402C181K3RAC	X7R	25	0.0187	16.5376	0
0.00018	KEMET	C0402C181K4RAC	X7R	16	0.012	16.5376	0
0.00018	KEMET	C0402C181K5RAC	X7R	50	0.0219	16.5376	0
